feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,label
15.0,10.0,8.0,54.0,9.0,8.0,6.0,50.0,2.0,3.0,2.0,3.0,8.0,2.0,1.0,5.0,0.7289691024024235,0.7289691024024235
35.0,14.0,10.0,48.0,0.0,18.0,1.0,27.0,2.0,5.0,9.0,2.0,2.0,3.0,0.0,6.0,0.6524653739718271,0.6524653739718271
9.0,2.0,24.0,16.0,70.0,1.0,16.0,63.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,0.9151502608861563,1.0
30.0,9.0,10.0,14.0,1.0,16.0,3.0,20.0,1.0,8.0,9.0,5.0,0.0,6.0,2.0,8.0,0.44153581457893337,0.5415358145789334
20.0,6.0,7.0,12.0,18.0,4.0,9.0,27.0,1.0,1.0,6.0,4.0,7.0,3.0,0.0,6.0,0.5819301914334196,0.5819301914334196
100.0,16.0,1.0,0.0,0.0,35.0,6.0,9.0,0.0,6.0,0.0,8.0,0.0,2.0,1.0,8.0,0.6680213770261026,0.7680213770261026
18.0,9.0,8.0,50.0,16.0,4.0,5.0,27.0,3.0,8.0,2.0,5.0,6.0,3.0,4.0,6.0,0.5859196813454906,0.5859196813454906
32.0,4.0,5.0,48.0,4.0,18.0,6.0,50.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,0.7896003152127896,0.7896003152127896
12.0,12.0,35.0,8.0,81.0,8.0,9.0,12.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,1.0,0.8635893218735006,1.0
12.0,1.0,5.0,36.0,10.0,3.0,6.0,80.0,1.0,0.0,4.0,5.0,9.0,2.0,1.0,2.0,0.6986374204151513,0.7986374204151513
6.0,2.0,48.0,25.0,63.0,1.0,12.0,60.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,0.9416997894279594,1.0
15.0,24.0,21.0,12.0,100.0,2.0,12.0,15.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,0.9186609828097079,1.0
35.0,80.0,40.0,2.0,8.0,90.0,8.0,2.0,2.0,2.0,3.0,1.0,7.0,1.0,2.0,1.0,0.8850954438944196,1.0
15.0,7.0,8.0,40.0,2.0,36.0,2.0,30.0,2.0,6.0,7.0,6.0,1.0,5.0,1.0,7.0,0.5824844952714925,0.5824844952714925
32.0,4.0,3.0,42.0,2.0,10.0,4.0,70.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.8579685375056241,0.957968537505624
24.0,3.0,2.0,42.0,1.0,10.0,2.0,90.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.9515160403900804,1.0
14.0,5.0,9.0,16.0,10.0,6.0,12.0,28.0,5.0,4.0,0.0,0.0,9.0,5.0,4.0,3.0,0.5447670420505112,0.5447670420505112
14.0,40.0,27.0,4.0,7.0,30.0,6.0,4.0,5.0,3.0,6.0,3.0,6.0,1.0,1.0,3.0,0.6908817223234605,0.6908817223234605
24.0,18.0,40.0,6.0,45.0,12.0,10.0,14.0,5.0,7.0,6.0,5.0,4.0,1.0,3.0,5.0,0.6502164542268571,0.6502164542268571
9.0,10.0,20.0,24.0,90.0,2.0,9.0,30.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.9580977087501018,1.0
42.0,81.0,100.0,2.0,0.0,64.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.9883152336753831,1.0
21.0,12.0,20.0,8.0,0.0,3.0,7.0,18.0,4.0,1.0,8.0,2.0,9.0,2.0,6.0,7.0,0.4213516421984851,0.4213516421984851
60.0,36.0,8.0,5.0,0.0,32.0,15.0,12.0,4.0,5.0,2.0,4.0,8.0,4.0,2.0,1.0,0.7029350233548073,0.7029350233548073
32.0,24.0,20.0,3.0,8.0,18.0,8.0,4.0,4.0,5.0,8.0,2.0,2.0,3.0,2.0,3.0,0.6407905385131754,0.6407905385131754
12.0,2.0,2.0,27.0,16.0,4.0,10.0,90.0,4.0,1.0,1.0,6.0,6.0,3.0,9.0,1.0,0.643550310480824,0.843550310480824
18.0,6.0,42.0,15.0,100.0,1.0,8.0,24.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.9509702370658875,1.0
12.0,12.0,80.0,30.0,70.0,2.0,9.0,10.0,1.0,4.0,2.0,1.0,3.0,1.0,0.0,3.0,0.916544468883458,1.0
21.0,5.0,6.0,40.0,5.0,6.0,4.0,40.0,4.0,4.0,1.0,6.0,4.0,5.0,0.0,6.0,0.6509483171831292,0.6509483171831292
10.0,9.0,10.0,0.0,9.0,8.0,16.0,10.0,3.0,8.0,9.0,4.0,0.0,2.0,6.0,9.0,0.34324653212841316,0.34324653212841316
25.0,14.0,4.0,6.0,18.0,12.0,18.0,18.0,0.0,5.0,3.0,5.0,7.0,1.0,3.0,7.0,0.5831031259137889,0.5831031259137889
24.0,32.0,30.0,8.0,4.0,15.0,2.0,7.0,2.0,4.0,7.0,7.0,3.0,2.0,1.0,6.0,0.5924075357042247,0.5924075357042247
30.0,6.0,8.0,12.0,0.0,12.0,8.0,40.0,1.0,1.0,2.0,4.0,7.0,1.0,7.0,6.0,0.5964976135156131,0.6964976135156131
12.0,3.0,24.0,24.0,90.0,1.0,6.0,40.0,4.0,2.0,2.0,5.0,1.0,0.0,1.0,6.0,0.8287703911751132,1.0
21.0,1.0,5.0,28.0,20.0,4.0,6.0,72.0,4.0,0.0,4.0,3.0,8.0,3.0,1.0,1.0,0.7304301051627996,0.8304301051627996
42.0,8.0,2.0,24.0,0.0,60.0,2.0,27.0,1.0,2.0,1.0,5.0,9.0,4.0,1.0,6.0,0.6673874885048712,0.7673874885048712
12.0,7.0,8.0,45.0,9.0,5.0,4.0,50.0,1.0,6.0,7.0,4.0,8.0,4.0,3.0,5.0,0.5667505288168037,0.5667505288168037
20.0,20.0,36.0,3.0,9.0,6.0,24.0,6.0,1.0,8.0,5.0,2.0,8.0,5.0,2.0,5.0,0.5440951983776997,0.6440951983776997
9.0,9.0,30.0,4.0,60.0,6.0,8.0,7.0,0.0,8.0,7.0,3.0,4.0,5.0,2.0,6.0,0.5730416850911957,0.6730416850911957
20.0,64.0,18.0,16.0,9.0,21.0,25.0,6.0,1.0,0.0,3.0,0.0,8.0,4.0,0.0,1.0,0.8052938711501021,0.9052938711501021
27.0,14.0,14.0,5.0,30.0,6.0,8.0,18.0,6.0,5.0,5.0,4.0,7.0,5.0,2.0,3.0,0.5668596643807882,0.5668596643807882
32.0,16.0,5.0,6.0,27.0,21.0,30.0,18.0,4.0,6.0,4.0,5.0,6.0,4.0,1.0,7.0,0.6165373848681579,0.6165373848681579
35.0,5.0,3.0,32.0,0.0,12.0,2.0,40.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,6.0,0.7377332800305799,0.8377332800305799
12.0,7.0,4.0,30.0,10.0,5.0,18.0,60.0,1.0,6.0,0.0,7.0,3.0,4.0,7.0,4.0,0.6245021436316038,0.6245021436316038
20.0,12.0,10.0,18.0,0.0,28.0,6.0,36.0,1.0,4.0,9.0,3.0,2.0,3.0,1.0,5.0,0.6461347526461296,0.7461347526461296
24.0,24.0,21.0,36.0,20.0,5.0,16.0,35.0,5.0,2.0,4.0,0.0,8.0,4.0,0.0,2.0,0.741604003123159,0.741604003123159
50.0,3.0,1.0,8.0,0.0,10.0,4.0,40.0,5.0,2.0,0.0,2.0,3.0,3.0,0.0,6.0,0.7272763007345027,0.7272763007345027
15.0,4.0,6.0,14.0,10.0,4.0,5.0,30.0,2.0,3.0,5.0,5.0,9.0,0.0,4.0,7.0,0.45782442560123016,0.45782442560123016
18.0,100.0,72.0,0.0,7.0,24.0,15.0,2.0,3.0,0.0,1.0,4.0,6.0,5.0,2.0,1.0,0.838360851904924,1.0
12.0,9.0,14.0,15.0,0.0,8.0,20.0,27.0,4.0,8.0,5.0,2.0,8.0,7.0,8.0,6.0,0.39474800027077367,0.39474800027077367
15.0,2.0,4.0,4.0,30.0,2.0,10.0,40.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,6.0,0.6449997746529262,0.6449997746529262
36.0,42.0,8.0,9.0,0.0,14.0,12.0,12.0,5.0,1.0,7.0,0.0,9.0,5.0,4.0,1.0,0.5833838361976618,0.5833838361976618
50.0,32.0,3.0,24.0,1.0,35.0,15.0,14.0,5.0,4.0,2.0,2.0,0.0,2.0,2.0,5.0,0.8135728005393242,0.9135728005393242
15.0,6.0,14.0,40.0,4.0,9.0,4.0,27.0,2.0,5.0,5.0,6.0,3.0,8.0,0.0,6.0,0.5446580777445806,0.5446580777445806
40.0,18.0,5.0,8.0,0.0,14.0,6.0,21.0,6.0,3.0,4.0,7.0,9.0,5.0,1.0,4.0,0.4940108223581785,0.4940108223581785
24.0,14.0,5.0,80.0,16.0,12.0,4.0,40.0,2.0,5.0,4.0,2.0,6.0,1.0,3.0,6.0,0.7485728707374392,0.8485728707374391
20.0,28.0,15.0,16.0,80.0,6.0,12.0,12.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,0.885228908887538,1.0
30.0,4.0,4.0,10.0,15.0,6.0,16.0,20.0,7.0,3.0,0.0,9.0,2.0,5.0,6.0,8.0,0.43942671583284726,0.5394267158328473
6.0,8.0,36.0,2.0,42.0,5.0,24.0,10.0,1.0,7.0,5.0,1.0,1.0,4.0,5.0,9.0,0.5720549162858642,0.5720549162858642
18.0,6.0,16.0,42.0,9.0,12.0,10.0,63.0,3.0,1.0,0.0,1.0,8.0,1.0,3.0,2.0,0.7987796575113919,0.8987796575113919
6.0,4.0,40.0,2.0,90.0,1.0,56.0,10.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,3.0,0.8834386433012693,1.0
12.0,8.0,56.0,48.0,20.0,2.0,9.0,30.0,1.0,2.0,1.0,2.0,8.0,1.0,0.0,1.0,0.8348593066555686,0.9348593066555686
35.0,14.0,24.0,8.0,6.0,18.0,16.0,20.0,2.0,5.0,2.0,7.0,5.0,7.0,6.0,1.0,0.6016418436398457,0.6016418436398457
15.0,3.0,2.0,70.0,6.0,4.0,5.0,81.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,0.894737594337735,1.0
45.0,54.0,8.0,6.0,0.0,63.0,12.0,6.0,4.0,3.0,7.0,1.0,1.0,2.0,4.0,1.0,0.8202098345814763,1.0
30.0,12.0,5.0,10.0,18.0,12.0,2.0,20.0,1.0,4.0,4.0,9.0,7.0,1.0,1.0,8.0,0.49509665037474876,0.49509665037474876
8.0,2.0,4.0,7.0,20.0,6.0,5.0,30.0,2.0,1.0,3.0,6.0,8.0,5.0,4.0,7.0,0.44917517082255987,0.5491751708225598
9.0,20.0,32.0,4.0,70.0,3.0,25.0,8.0,0.0,8.0,4.0,3.0,3.0,2.0,0.0,2.0,0.7848331631846212,0.9848331631846211
40.0,4.0,2.0,8.0,0.0,24.0,6.0,40.0,6.0,3.0,1.0,7.0,4.0,5.0,1.0,6.0,0.5890752959984623,0.6890752959984623
15.0,16.0,64.0,8.0,7.0,10.0,8.0,18.0,2.0,6.0,0.0,2.0,6.0,9.0,2.0,7.0,0.5778384230109395,0.6778384230109394
12.0,1.0,10.0,90.0,12.0,2.0,2.0,90.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.9679280290804716,1.0
40.0,10.0,4.0,36.0,0.0,30.0,1.0,70.0,3.0,3.0,3.0,0.0,2.0,7.0,0.0,3.0,0.8259194011178433,1.0
18.0,2.0,1.0,40.0,10.0,4.0,10.0,70.0,3.0,1.0,0.0,6.0,3.0,3.0,9.0,3.0,0.668103448275862,0.768103448275862
14.0,2.0,12.0,45.0,7.0,3.0,3.0,100.0,5.0,1.0,4.0,4.0,6.0,2.0,2.0,0.0,0.7858180706503526,0.8858180706503526
80.0,54.0,30.0,6.0,0.0,28.0,4.0,8.0,2.0,3.0,7.0,5.0,5.0,3.0,0.0,2.0,0.7732826790345917,0.8732826790345917
28.0,14.0,5.0,80.0,32.0,9.0,8.0,36.0,3.0,5.0,4.0,2.0,4.0,0.0,2.0,5.0,0.8107445080336081,0.9107445080336081
8.0,7.0,10.0,24.0,64.0,3.0,40.0,36.0,2.0,6.0,3.0,5.0,0.0,2.0,6.0,5.0,0.7342591770870414,0.8342591770870413
72.0,28.0,10.0,24.0,0.0,60.0,3.0,25.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,0.0,0.9177629112574432,1.0
20.0,3.0,1.0,63.0,3.0,20.0,5.0,90.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,0.929994567210009,1.0
30.0,70.0,72.0,0.0,1.0,72.0,6.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,0.9419820287498906,1.0
12.0,2.0,6.0,5.0,20.0,3.0,12.0,30.0,4.0,1.0,1.0,4.0,8.0,2.0,1.0,1.0,0.6373688328107734,0.6373688328107734
20.0,24.0,15.0,14.0,18.0,10.0,16.0,15.0,1.0,5.0,2.0,5.0,7.0,9.0,0.0,2.0,0.5828965086259651,0.5828965086259651
10.0,10.0,24.0,12.0,45.0,7.0,72.0,20.0,3.0,9.0,2.0,1.0,4.0,6.0,1.0,8.0,0.6567586718659172,0.8567586718659171
8.0,54.0,100.0,0.0,21.0,8.0,24.0,2.0,2.0,3.0,0.0,5.0,4.0,2.0,5.0,1.0,0.8394411409419207,1.0
25.0,3.0,2.0,7.0,5.0,8.0,10.0,30.0,0.0,2.0,1.0,6.0,4.0,2.0,9.0,7.0,0.48526158606196956,0.48526158606196956
15.0,10.0,4.0,70.0,6.0,30.0,5.0,27.0,2.0,9.0,3.0,3.0,1.0,1.0,4.0,6.0,0.6833824853526129,0.7833824853526129
24.0,2.0,3.0,40.0,16.0,1.0,12.0,70.0,2.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,0.8401680504168059,0.9401680504168058
20.0,6.0,5.0,3.0,45.0,6.0,20.0,16.0,1.0,5.0,4.0,2.0,4.0,1.0,8.0,6.0,0.5997747324868977,0.5997747324868977
6.0,4.0,16.0,3.0,100.0,1.0,35.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.9783355012097986,1.0
20.0,10.0,20.0,63.0,9.0,12.0,5.0,30.0,1.0,9.0,1.0,2.0,0.0,4.0,4.0,7.0,0.6693239904377324,0.7693239904377324
48.0,36.0,12.0,30.0,16.0,20.0,20.0,21.0,2.0,5.0,1.0,1.0,6.0,1.0,1.0,4.0,0.8317437162099518,0.8317437162099518
54.0,21.0,4.0,56.0,0.0,16.0,4.0,45.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,4.0,0.8866586276648858,0.9866586276648858
18.0,36.0,60.0,4.0,10.0,16.0,15.0,6.0,3.0,5.0,4.0,0.0,9.0,6.0,2.0,1.0,0.6697308911275267,0.6697308911275267
12.0,1.0,7.0,18.0,10.0,2.0,6.0,50.0,1.0,0.0,6.0,7.0,9.0,1.0,5.0,5.0,0.4935574090105019,0.4935574090105019
6.0,1.0,21.0,18.0,70.0,1.0,12.0,50.0,1.0,0.0,4.0,7.0,3.0,0.0,4.0,5.0,0.7562442722925437,0.9562442722925436
24.0,4.0,10.0,70.0,4.0,6.0,1.0,54.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,0.8977357942210864,0.9977357942210864
16.0,3.0,54.0,25.0,7.0,4.0,6.0,50.0,6.0,2.0,3.0,0.0,6.0,3.0,1.0,5.0,0.7333333333333333,0.7333333333333333
50.0,2.0,1.0,56.0,0.0,12.0,2.0,80.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.902730569228801,1.0
12.0,3.0,12.0,28.0,10.0,5.0,10.0,45.0,4.0,2.0,4.0,3.0,9.0,4.0,3.0,4.0,0.5995221075599074,0.5995221075599074
64.0,8.0,5.0,36.0,3.0,18.0,15.0,45.0,0.0,2.0,4.0,0.0,2.0,3.0,2.0,4.0,0.8804730315750571,1.0
20.0,10.0,9.0,9.0,1.0,30.0,4.0,10.0,1.0,9.0,8.0,8.0,0.0,1.0,3.0,9.0,0.3829203747868673,0.3829203747868673
12.0,2.0,8.0,36.0,10.0,4.0,4.0,50.0,1.0,1.0,7.0,5.0,9.0,0.0,3.0,5.0,0.5704336491329449,0.5704336491329449
28.0,30.0,36.0,0.0,0.0,12.0,12.0,4.0,3.0,7.0,5.0,2.0,10.0,4.0,4.0,3.0,0.5227296763650383,0.5227296763650383
9.0,2.0,8.0,50.0,50.0,1.0,6.0,60.0,0.0,1.0,2.0,5.0,5.0,0.0,1.0,4.0,0.8419824381954223,0.9419824381954223
20.0,1.0,1.0,40.0,15.0,6.0,6.0,100.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.924871845735658,1.0
6.0,2.0,35.0,20.0,90.0,1.0,24.0,48.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.9661296148801867,1.0
24.0,10.0,4.0,6.0,20.0,10.0,5.0,28.0,5.0,3.0,3.0,5.0,8.0,9.0,4.0,3.0,0.4875739998355271,0.4875739998355271
50.0,24.0,3.0,4.0,0.0,50.0,8.0,12.0,5.0,5.0,2.0,0.0,2.0,5.0,2.0,1.0,0.787902348870816,0.787902348870816
8.0,3.0,15.0,28.0,90.0,1.0,16.0,45.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,0.9156369491242415,1.0
40.0,24.0,35.0,0.0,0.0,6.0,8.0,5.0,6.0,5.0,2.0,7.0,9.0,5.0,2.0,4.0,0.4969225003372459,0.4969225003372459
12.0,5.0,24.0,24.0,10.0,3.0,16.0,49.0,1.0,4.0,5.0,2.0,9.0,2.0,0.0,0.0,0.6862954714340805,0.7862954714340805
30.0,27.0,16.0,4.0,7.0,36.0,48.0,8.0,1.0,6.0,6.0,0.0,6.0,5.0,2.0,2.0,0.7269996757416942,0.8269996757416942
18.0,4.0,5.0,70.0,4.0,15.0,1.0,54.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,0.8650939787893522,0.9650939787893522
30.0,8.0,3.0,8.0,0.0,7.0,10.0,28.0,1.0,2.0,2.0,2.0,5.0,6.0,9.0,3.0,0.5633693792453264,0.5633693792453264
24.0,9.0,4.0,35.0,8.0,8.0,5.0,30.0,2.0,8.0,3.0,2.0,7.0,2.0,4.0,7.0,0.5670189949485273,0.5670189949485273
14.0,2.0,12.0,45.0,7.0,3.0,3.0,100.0,5.0,1.0,4.0,4.0,6.0,2.0,2.0,0.0,0.7858180706503526,0.8858180706503526
20.0,2.0,2.0,21.0,4.0,6.0,10.0,70.0,1.0,1.0,1.0,4.0,3.0,1.0,9.0,3.0,0.698367212149726,0.8983672121497259
28.0,2.0,4.0,50.0,12.0,6.0,2.0,81.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.920500544124237,1.0
20.0,2.0,5.0,54.0,6.0,8.0,3.0,90.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,0.9205075233253976,1.0
70.0,20.0,9.0,0.0,0.0,36.0,4.0,8.0,3.0,8.0,8.0,7.0,0.0,0.0,0.0,7.0,0.5559334889254408,0.6559334889254408
9.0,1.0,12.0,8.0,60.0,1.0,32.0,70.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,3.0,0.8956808529291512,0.9956808529291512
30.0,100.0,40.0,7.0,6.0,24.0,15.0,3.0,1.0,0.0,6.0,6.0,1.0,2.0,2.0,2.0,0.8395580833774621,0.939558083377462
40.0,2.0,1.0,72.0,0.0,21.0,4.0,50.0,6.0,1.0,0.0,1.0,4.0,4.0,0.0,5.0,0.8050269320578681,0.9050269320578681
28.0,3.0,2.0,32.0,0.0,9.0,2.0,90.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,0.8790700990490106,0.9790700990490105
4.0,7.0,27.0,8.0,80.0,4.0,30.0,14.0,0.0,6.0,6.0,2.0,2.0,3.0,1.0,5.0,0.75331028352589,0.95331028352589
5.0,20.0,24.0,2.0,100.0,4.0,12.0,6.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.889345555996319,1.0
20.0,6.0,8.0,3.0,72.0,1.0,60.0,12.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,0.8945676365045893,0.9945676365045892
24.0,20.0,72.0,10.0,0.0,7.0,8.0,12.0,5.0,8.0,1.0,3.0,9.0,6.0,2.0,4.0,0.5693439578786108,0.6693439578786108
32.0,27.0,50.0,7.0,45.0,4.0,8.0,10.0,4.0,6.0,5.0,6.0,4.0,3.0,2.0,3.0,0.7150947580953368,0.7150947580953368
12.0,3.0,18.0,3.0,100.0,1.0,8.0,20.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.9065523548561715,1.0
16.0,7.0,8.0,9.0,5.0,16.0,20.0,32.0,0.0,6.0,7.0,0.0,4.0,6.0,8.0,4.0,0.5101697118967492,0.6101697118967492
9.0,4.0,64.0,20.0,63.0,1.0,16.0,54.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.9706225068725006,1.0
25.0,9.0,4.0,1.0,40.0,4.0,100.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.9532333639533639,1.0
24.0,6.0,5.0,72.0,18.0,8.0,3.0,70.0,2.0,1.0,4.0,1.0,7.0,2.0,2.0,3.0,0.8243231980528759,1.0
27.0,7.0,14.0,8.0,0.0,10.0,6.0,25.0,6.0,6.0,5.0,2.0,10.0,9.0,5.0,0.0,0.3892475916439871,0.3892475916439871
12.0,6.0,35.0,35.0,90.0,1.0,16.0,30.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.9747660842063182,1.0
15.0,35.0,24.0,48.0,9.0,18.0,6.0,20.0,2.0,2.0,2.0,2.0,8.0,7.0,1.0,1.0,0.7357098610502092,0.7357098610502092
32.0,12.0,63.0,40.0,2.0,8.0,6.0,30.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.9143941834807293,1.0
18.0,6.0,20.0,28.0,10.0,4.0,6.0,54.0,3.0,1.0,1.0,3.0,9.0,3.0,1.0,3.0,0.7090386795208028,0.7090386795208028
30.0,14.0,8.0,35.0,0.0,6.0,8.0,40.0,7.0,5.0,7.0,2.0,9.0,5.0,2.0,3.0,0.534228899251871,0.534228899251871
10.0,9.0,8.0,14.0,2.0,9.0,6.0,20.0,3.0,8.0,7.0,5.0,1.0,8.0,5.0,8.0,0.3573022977994378,0.3573022977994378
35.0,3.0,2.0,3.0,8.0,2.0,20.0,20.0,2.0,2.0,1.0,2.0,7.0,1.0,8.0,8.0,0.49602998316294533,0.49602998316294533
40.0,81.0,80.0,2.0,5.0,36.0,12.0,4.0,3.0,0.0,2.0,1.0,4.0,5.0,4.0,0.0,0.8798658957494475,1.0
14.0,16.0,36.0,1.0,42.0,10.0,24.0,5.0,5.0,6.0,5.0,0.0,1.0,3.0,5.0,4.0,0.6858470081784455,0.6858470081784455
63.0,70.0,10.0,1.0,24.0,54.0,8.0,3.0,2.0,3.0,3.0,0.0,5.0,3.0,2.0,2.0,0.9136130956522154,1.0
18.0,5.0,2.0,20.0,20.0,9.0,8.0,30.0,3.0,4.0,1.0,8.0,1.0,8.0,2.0,7.0,0.522930755279207,0.522930755279207
14.0,2.0,4.0,7.0,12.0,2.0,8.0,50.0,5.0,1.0,3.0,6.0,4.0,1.0,7.0,5.0,0.553089887909839,0.653089887909839
27.0,14.0,4.0,8.0,0.0,4.0,10.0,20.0,6.0,5.0,3.0,7.0,10.0,3.0,3.0,1.0,0.42820270683349826,0.42820270683349826
20.0,10.0,6.0,36.0,5.0,14.0,9.0,20.0,1.0,9.0,5.0,5.0,4.0,5.0,8.0,8.0,0.4572299568592126,0.4572299568592126
4.0,1.0,5.0,28.0,18.0,1.0,6.0,80.0,0.0,0.0,4.0,3.0,7.0,0.0,5.0,2.0,0.7463725798124061,0.8463725798124061
9.0,8.0,48.0,12.0,100.0,2.0,15.0,15.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,2.0,0.9314776240569937,1.0
12.0,1.0,5.0,81.0,6.0,4.0,1.0,100.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.9621595459569389,1.0
4.0,1.0,12.0,2.0,100.0,1.0,28.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9762954810107635,1.0
8.0,2.0,16.0,15.0,30.0,2.0,7.0,36.0,2.0,1.0,0.0,2.0,7.0,1.0,6.0,5.0,0.6647919250483951,0.6647919250483951
70.0,9.0,2.0,0.0,0.0,18.0,7.0,18.0,3.0,0.0,1.0,4.0,2.0,3.0,6.0,7.0,0.6694687568200458,0.7694687568200458
42.0,18.0,10.0,20.0,4.0,24.0,6.0,18.0,1.0,7.0,9.0,8.0,3.0,5.0,1.0,7.0,0.5054180953424848,0.6054180953424848
30.0,16.0,28.0,0.0,0.0,6.0,6.0,6.0,7.0,6.0,3.0,5.0,10.0,5.0,1.0,5.0,0.40818399433141234,0.40818399433141234
27.0,12.0,4.0,18.0,0.0,21.0,10.0,21.0,6.0,4.0,3.0,3.0,9.0,4.0,3.0,4.0,0.5431625270887077,0.5431625270887077
18.0,50.0,40.0,6.0,18.0,8.0,9.0,5.0,3.0,5.0,6.0,5.0,7.0,2.0,0.0,4.0,0.6582458953303726,0.7582458953303726
18.0,10.0,18.0,0.0,4.0,8.0,6.0,9.0,3.0,9.0,7.0,10.0,3.0,7.0,1.0,8.0,0.29067291022856045,0.39067291022856043
30.0,8.0,4.0,30.0,10.0,5.0,9.0,42.0,7.0,2.0,3.0,1.0,9.0,4.0,0.0,1.0,0.633854992800983,0.633854992800983
30.0,10.0,4.0,54.0,0.0,14.0,6.0,25.0,7.0,3.0,3.0,3.0,9.0,5.0,1.0,0.0,0.6146914091276081,0.6146914091276081
72.0,35.0,2.0,6.0,6.0,60.0,2.0,21.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,0.8775512663192417,0.9775512663192417
36.0,32.0,21.0,16.0,6.0,15.0,2.0,21.0,0.0,4.0,4.0,6.0,5.0,2.0,1.0,4.0,0.7235141214748317,0.7235141214748317
18.0,5.0,2.0,20.0,20.0,9.0,8.0,30.0,3.0,4.0,1.0,8.0,1.0,8.0,2.0,7.0,0.522930755279207,0.522930755279207
9.0,6.0,14.0,60.0,30.0,4.0,4.0,45.0,0.0,5.0,5.0,4.0,7.0,3.0,3.0,4.0,0.701532601108378,0.701532601108378
21.0,10.0,24.0,24.0,0.0,8.0,4.0,36.0,4.0,3.0,5.0,2.0,7.0,7.0,3.0,5.0,0.5796730400263008,0.5796730400263008
30.0,40.0,72.0,5.0,10.0,6.0,8.0,4.0,1.0,6.0,1.0,4.0,9.0,5.0,2.0,3.0,0.6692172844888407,0.7692172844888406
18.0,12.0,60.0,6.0,90.0,1.0,14.0,8.0,3.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,0.885529625263655,1.0
8.0,7.0,20.0,8.0,80.0,3.0,32.0,20.0,2.0,6.0,1.0,7.0,2.0,2.0,4.0,1.0,0.759630143159449,0.959630143159449
9.0,9.0,20.0,3.0,60.0,6.0,16.0,6.0,0.0,8.0,8.0,2.0,4.0,5.0,6.0,5.0,0.5264999134364735,0.6264999134364735
9.0,12.0,32.0,24.0,63.0,9.0,20.0,35.0,0.0,4.0,4.0,2.0,2.0,0.0,1.0,2.0,0.900717119165933,1.0
4.0,15.0,32.0,2.0,100.0,4.0,24.0,8.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,0.9091688458593115,1.0
